time,drawdown
449,-0.08633409343715567
450,-0.08676088440988738
451,-0.07700946120487501
452,-0.08666672166823045
453,-0.08142625651305199
454,-0.08652883269677641
455,-0.09425756101939986
456,-0.09512786461894543
457,-0.10528028784313917
458,-0.11061678089661098
459,-0.12239555982249946
460,-0.10254830849333557
461,-0.10199567297361828
462,-0.10879292805354412
463,-0.1064531289462019
464,-0.1073764094431102
465,-0.10938610543844243
466,-0.10304443843800817
467,-0.09526936133753514
468,-0.10037437281364042
469,-0.10593255522008721
470,-0.10848307219160366
471,-0.1313022838389595
472,-0.146254194460945
473,-0.13238545178649977
474,-0.11573577465148693
475,-0.11802613504705071
476,-0.11206056541649306
477,-0.1087480638710577
478,-0.07775925578650533
479,-0.06636350667215957
480,-0.06744268258696723
481,-0.0767980869929715
482,-0.09266255019554723
483,-0.09042791383687498
484,-0.09779142128971802
485,-0.11181395838569474
486,-0.11807968722812001
487,-0.12869516726426394
488,-0.11162375091353832
489,-0.1026073533440438
490,-0.10248707975720997
491,-0.08748763836830972
492,-0.08651395529183353
493,-0.09492679730511616
494,-0.07949555653241958
495,-0.073906456095573
496,-0.08407891763883757
497,-0.08578230441967366
498,-0.09433848695352123
499,-0.1079664842631646
500,-0.0985047087878482
501,-0.0792105423831469
502,-0.09299621812133832
503,-0.08716652575443262
504,-0.0934729514456509
505,-0.09814420528329787
506,-0.10386814452568657
507,-0.11230805222248474
508,-0.11162283594303649
509,-0.11973233710714687
510,-0.11682776884934848
511,-0.11713014994383986
512,-0.11931963041250396
513,-0.12819526703291995
514,-0.13376298033860326
515,-0.1260090680803457
516,-0.12079989620410189
517,-0.1303754486520874
518,-0.12918212559779513
519,-0.12146825436407725
520,-0.13796230717529095
521,-0.13232870525149162
522,-0.13875494284095008
523,-0.13284895615501852
524,-0.14028154772044366
525,-0.15813036872708885
526,-0.1742057931059205
527,-0.17352494363930665
528,-0.17072771862209185
529,-0.17957088487313594
530,-0.1729849602853622
531,-0.18940016090805178
532,-0.18986095889452498
533,-0.20177112089214955
534,-0.20808948197017113
535,-0.20741549525700698
536,-0.21581962890984652
537,-0.21946518435214477
538,-0.20920225626000036
539,-0.21477117495523185
540,-0.20621425383458042
541,-0.2173113223811566
542,-0.21181328060200377
543,-0.19719759439542478
544,-0.22171403939669765
545,-0.22948299195140243
546,-0.22351227067959703
547,-0.22534272454002696
548,-0.22143126580631387
549,-0.22727111767347208
550,-0.22620521979874308
551,-0.22756199215266387
552,-0.21568417153606578
553,-0.21293996310305366
554,-0.20936393648230164
555,-0.21328270614352632
556,-0.21795876838425127
557,-0.22208435026244747
558,-0.2179398288386645
559,-0.22194967364686713
560,-0.218851925077903
561,-0.1978979170914486
562,-0.18898667005713168
563,-0.19204690537881008
564,-0.17983476615717064
565,-0.18371551988738616
566,-0.20389676523916472
567,-0.21377762834833874
568,-0.23228554755859732
569,-0.23560068239901039
570,-0.23521649860711488
571,-0.21825212548436204
572,-0.21478285174672043
573,-0.21677385703480906
574,-0.20827980122297418
575,-0.23019115431305304
576,-0.22763500873196738
577,-0.2197263567930977
578,-0.23431221925089613
579,-0.22267467881882683
580,-0.21908971474388267
581,-0.2230425938828907
582,-0.21651477522182785
583,-0.1936078466437839
584,-0.19158918409319894
585,-0.1889069782301956
586,-0.193300587225598
587,-0.20159903092024595
588,-0.1930956727548035
589,-0.20145651101389214
590,-0.20054084864169822
591,-0.20511742310934938
592,-0.20012762485188546
593,-0.19659100379901598
594,-0.186015604356437
595,-0.19091576834498447
596,-0.19341451769791818
597,-0.20300215485574125
598,-0.20724508745650236
599,-0.20327208252605383
600,-0.1955021963596003
601,-0.2045238496013766
602,-0.19562779040031997
603,-0.18187141181227046
604,-0.17753706278003345
605,-0.1585691046544528
606,-0.16610699664548856
607,-0.17835354367860273
608,-0.1959407461676455
609,-0.18078030305275367
610,-0.1740366464892131
611,-0.17439249319831765
612,-0.17139280693511943
613,-0.1824476974081032
614,-0.15779017761193495
615,-0.1562979657921827
616,-0.15500401784613377
617,-0.14754635160714685
618,-0.1425362592897797
619,-0.14009741904698841
620,-0.14780216360144152
621,-0.14288748003008156
622,-0.12386723506533122
623,-0.11021303460378143
624,-0.09408116833738744
625,-0.09899332510169931
626,-0.10868937330428513
627,-0.10974724250528162
628,-0.10898999338239468
629,-0.0978480781976852
630,-0.11457272449483341
631,-0.09907722130022728
632,-0.10045730028601718
633,-0.10452611098549139
634,-0.11444715473809305
635,-0.13079572145675075
636,-0.1223640156171316
637,-0.12143083594524756
638,-0.1341304449426581
639,-0.14688123266329428
640,-0.15003907965619556
641,-0.13314886440330162
642,-0.13554477791693767
643,-0.15037620744811875
644,-0.15263363808897817
645,-0.15516087378645488
646,-0.1819297402158706
647,-0.18227268888104872
648,-0.18438203418313548
649,-0.17721997053500133
650,-0.15853040958554787
651,-0.1470647592900703
652,-0.1495536461956186
653,-0.1604189052830353
654,-0.1344853072505367
655,-0.13369312291039182
656,-0.13335382999126233
657,-0.13339508086236238
658,-0.13121423325468384
659,-0.13245783737392325
660,-0.1379944574427256
661,-0.14326304685512953
662,-0.1433905795572895
663,-0.14862482726862716
664,-0.1555532850953988
665,-0.15428898281847986
666,-0.1566387549926884
667,-0.14139882510686153
668,-0.16770852319079163
669,-0.15659345467156702
670,-0.14393260274659073
671,-0.16446650507067223
672,-0.1676933810114757
673,-0.17120778967143363
674,-0.18508290661861185
675,-0.1926610734945206
676,-0.20356683194917888
677,-0.18584412751494267
678,-0.17628734358346804
679,-0.16337179263352644
680,-0.1559550719930941
681,-0.1670455897052664
682,-0.17209079236806413
683,-0.16699704675578492
684,-0.17901832484470437
685,-0.1716883405429805
686,-0.17389159452456185
687,-0.17743980260005782
688,-0.17013020291802292
689,-0.16548756980316254
690,-0.16889723146135333
691,-0.15710393342771084
692,-0.16771456670370982
693,-0.16135521063426717
694,-0.15522419805458332
695,-0.15811966244772324
696,-0.15465833222530206
697,-0.16696946798915507
698,-0.15752919779708607
699,-0.15917821916151598
700,-0.16420544936670636
701,-0.15351535710833747
702,-0.16035879401376507
703,-0.17424340697740065
704,-0.1896096987126397
705,-0.1833495991991833
706,-0.19595389272414612
707,-0.17820595090430247
708,-0.1988252449831397
709,-0.18166068130023932
710,-0.17935050662821314
711,-0.18011763774691708
712,-0.18536682861500656
713,-0.18117546747148586
714,-0.18135181449573434
715,-0.17011879567556915
716,-0.16877651918894873
717,-0.16707350157432996
718,-0.17050962369646852
719,-0.17087907993367918
720,-0.1676010622447586
721,-0.18450274617132484
722,-0.197784600392382
723,-0.19015195945215482
724,-0.18824330507087542
725,-0.1898831384344022
726,-0.18949879910374828
727,-0.18582298205013156
728,-0.19102057885322518
729,-0.1986036261072483
730,-0.19644517355627147
731,-0.2060289013324218
732,-0.20174637377527707
733,-0.2185722098176555
734,-0.20808065344439905
735,-0.20315467862026862
736,-0.20039438127712986
737,-0.19036747143767474
738,-0.17351272699304895
739,-0.16316902634286765
740,-0.1813777686561841
741,-0.1939735383235411
742,-0.2000217241004979
743,-0.19956081359838956
744,-0.19418422339369834
745,-0.20124166152523298
746,-0.19917399388046222
747,-0.20652782320399543
748,-0.21244300123391494
749,-0.22630961220239715
750,-0.2353419446635062
751,-0.24865879071966954
752,-0.25821752324944286
753,-0.24748110528336445
754,-0.25677509417168387
755,-0.23025127352330998
756,-0.2251180945145011
757,-0.22306973327755236
758,-0.23145331107936448
759,-0.22425021228527459
760,-0.22980659054765232
761,-0.2283864924011987
762,-0.20258564701851076
763,-0.20334624601575724
764,-0.1916535127529005
765,-0.19848527700415936
766,-0.19863516190912897
767,-0.18072715555277388
768,-0.18679682613065157
769,-0.16847234055068228
770,-0.16119482119612752
771,-0.1666194889550702
772,-0.16009541156451498
773,-0.1501698670682477
774,-0.1437517674460757
775,-0.1592540146449803
776,-0.16632538640322897
777,-0.16860057275874402
778,-0.1691449070497445
779,-0.1627381860742377
780,-0.16076117606490517
781,-0.17391461965200616
782,-0.16991264114194654
783,-0.1636067836891083
784,-0.15780887920979791
785,-0.14680107195425168
786,-0.13826185040876265
787,-0.1334700496164783
788,-0.13397170673106473
789,-0.15038131606622468
790,-0.14588513387489882
791,-0.14360825700326768
792,-0.14069246863131396
793,-0.15325995438951706
794,-0.16387051979359968
795,-0.15313899126027064
796,-0.15333454279883718
797,-0.14631953582511095
798,-0.14583635206380635
799,-0.1453387906688489
800,-0.1357559526090889
801,-0.14071639989126264
802,-0.1395551921218528
803,-0.1439779450089032
804,-0.14812290728322638
805,-0.15101462851791278
806,-0.14859329080157566
807,-0.15318077701821042
808,-0.1404232157624752
809,-0.14916928878467026
810,-0.15083800522628385
811,-0.1550353158090256
812,-0.14036553696548826
813,-0.13819998920037252
814,-0.12768154380568617
815,-0.1423371475360559
816,-0.13946664487736332
817,-0.13037033692112893
818,-0.1293474970283747
819,-0.11849269327772119
820,-0.12346557777872491
821,-0.10917210337686911
822,-0.0859831221406766
823,-0.0894115077450732
824,-0.09366653295908092
825,-0.07893268818790392
826,-0.06293696673059679
827,-0.06796556700212947
828,-0.07196743517308804
829,-0.07458528126169311
830,-0.0878297863720359
831,-0.09681630583687789
832,-0.10665771350439857
833,-0.11413568915543984
834,-0.11428253802930766
835,-0.11174039070394245
836,-0.09603538577580167
837,-0.10581892618318958
838,-0.09577570219842374
839,-0.09771559064067883
840,-0.09801022773720316
841,-0.09106203281553713
842,-0.10208925303116012
843,-0.0980651555693196
844,-0.09620063348718905
845,-0.09107612084710756
846,-0.08798443440802939
847,-0.06323143300892045
848,-0.06940883285143362
849,-0.07451880240145181
850,-0.08055020766569945
851,-0.085904978857302
852,-0.09207885013036718
853,-0.07998868481929167
854,-0.06558364233939312
855,-0.07109110527688789
856,-0.07921466100793018
857,-0.07430050544406613
858,-0.07962273588687585
859,-0.07309341770932073
860,-0.07086418750080775
861,-0.08582162865078008
862,-0.07014657663747947
863,-0.051987799906524246
864,-0.057915686811368106
865,-0.06159270241072795
866,-0.0585340485034789
867,-0.05498948060360864
868,-0.04820403787688035
869,-0.027901992489216848
870,-0.02947146476415735
871,-0.037254437209541885
872,-0.05084762948968716
873,-0.057956929889106334
874,-0.05808819961784431
875,-0.03994262098266643
876,-0.044918733973028147
877,-0.042480854456639155
878,-0.042445083417366664
879,-0.030361150682885835
880,-0.00489182642414962
881,-0.010000514153352819
882,-0.014694908578535032
883,-0.004053299807844302
884,0.0
885,0.0
886,0.0
887,-0.003392920907870578
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,-0.001471180803168548
897,0.0
898,0.0
899,-0.007969356709872366
900,-0.004082623621143366
901,-0.007816011744416984
902,-0.007328563515068831
903,0.0
904,0.0
905,0.0
906,-0.01339856140979917
907,-0.005736025749526974
908,0.0
909,0.0
910,-0.0028777823495300114
911,-0.00048627907289061634
912,0.0
913,0.0
914,-0.0007529553238695419
915,0.0
916,0.0
917,0.0
918,-0.00426433614550531
919,-0.002123436216522223
920,0.0
921,-0.010065152994110593
922,-0.008535456252641849
923,-0.015336664402033573
924,-0.0031861981127851435
925,-0.01821806716062291
926,-0.023607285633338804
927,-0.019635166882693622
928,-0.003779926590350202
929,-0.004237429201080056
930,-0.009589424468012031
931,0.0
932,-0.014280139004162418
933,-0.03606819857036325
934,-0.03146805406982994
935,-0.03628859631335607
936,-0.04630092448466322
937,-0.039017360011669666
938,-0.03637935287395766
939,-0.04182013918132493
940,-0.05442318316803385
941,-0.04549860988523241
942,-0.038796598105645785
943,-0.039588356743439634
944,-0.020921986782962976
945,-0.03142283444622451
946,-0.04647808615547189
947,-0.05319716685428433
948,-0.05345302701783933
949,-0.05081963252461241
950,-0.05303199310317569
951,-0.04931143913803271
952,-0.06162683337993713
953,-0.04698918733920454
954,-0.04761069912313021
955,-0.03623774080724895
956,-0.03261048734347188
957,-0.027842955151934023
958,-0.02194528234961196
959,-0.017268196749438802
960,-0.010640969150763346
961,0.0
962,0.0
963,0.0
964,-0.0006973569428722626
965,0.0
966,-0.006563923020592721
967,0.0
968,-0.00020157950644345002
969,-0.014309330527623954
970,-0.012828286378516074
971,-0.01943880295326489
972,-0.010832367463377623
973,-0.01715860725640156
974,-0.021420441588549333
975,-0.040115848898004625
976,-0.044438912090495386
977,-0.06847770535678493
978,-0.08411673359164218
979,-0.07631258703019922
980,-0.0682545854436909
981,-0.06380000982584128
982,-0.07326977125713341
983,-0.0735468848185532
984,-0.07338291020945886
985,-0.08476655710138431
986,-0.06953257408371283
987,-0.06055895117795612
988,-0.06256859291625277
989,-0.06209973452630746
990,-0.059815906446831935
991,-0.08003325513107484
992,-0.08230502895628083
993,-0.08892487143625882
994,-0.098741071535208
995,-0.10135207446406758
996,-0.08317520919557236
997,-0.07656678058290228
998,-0.08207857048073025
999,-0.07615274266716865
1000,-0.06195918830130864
1001,-0.05251285147218093
1002,-0.05171654777297918
1003,-0.057985915550034905
1004,-0.05080368241389899
1005,-0.04666882855968152
1006,-0.037516896359404195
1007,-0.0309651783425845
1008,-0.02026965118939117
1009,-0.025422003304996832
1010,-0.012048062648653601
1011,-0.009872066601729623
1012,0.0
1013,-0.006691878180895672
1014,0.0
1015,0.0
1016,-0.006314180036144479
1017,-0.010953038376687707
1018,-0.013956511458630916
1019,-0.009514851994611773
1020,-0.004086497114256793
1021,-0.00962349715364258
1022,-0.009667043076252435
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,-0.010027925651984071
1030,-0.012401691026217576
1031,-0.02888753176499348
1032,-0.024695300538940645
1033,-0.018023341141913285
1034,-0.022655205764906983
1035,-0.006715338132006643
1036,-0.018772994762030093
1037,-0.03321674356412829
1038,-0.030772225378528528
1039,-0.020101242352406956
1040,-0.003061965437828218
1041,-0.007450808066517656
1042,0.0
1043,-0.00018508469500710945
1044,-0.0017113576944153275
1045,0.0
1046,0.0
1047,-0.015563921569842543
1048,-0.0005985180725835981
1049,0.0
1050,-0.006055627015095322
1051,-0.0018975916807212334
1052,0.0
1053,0.0
1054,-0.005303051538454229
1055,-0.011819285217834707
1056,-0.011874825927749133
1057,0.0
1058,0.0
1059,-0.003506143320861077
1060,0.0
1061,-0.0282854262063007
1062,-0.016597769202579715
1063,-0.033794906990360696
1064,-0.03721931640439202
1065,-0.04821601535065345
1066,-0.06096283010786252
1067,-0.049154562234077326
1068,-0.05363157424719622
1069,-0.04996653542988905
1070,-0.05023574121868091
1071,-0.04526533294644974
1072,-0.04429711403584724
1073,-0.05692703627773299
1074,-0.046764368083261565
1075,-0.051501933914874676
1076,-0.06686775290147218
1077,-0.07094890451113134
1078,-0.055741306604788265
1079,-0.04703908918365329
1080,-0.05032561052773188
1081,-0.05361818757091619
1082,-0.05663453808309005
1083,-0.03566705824748162
1084,-0.03164770372516612
1085,-0.027147287253255437
1086,-0.01664445271293702
1087,-0.01405656112267184
1088,-0.016446982580878844
1089,-0.018210481071728624
1090,-0.018726493665869315
1091,-0.01889871603096771
1092,-0.01142242059459786
1093,-0.010702961736524852
1094,-0.003176560964369024
1095,-0.003783726765454798
1096,-0.002797374862293922
1097,-0.022579381707614976
1098,-0.013216104960590114
1099,-0.009551220201610144
1100,0.0
1101,-0.028762553781936928
1102,-0.007678806734129684
1103,-0.008874703015681384
1104,0.0
1105,-0.010199059271255306
1106,-0.003871320220629637
1107,-0.0142054758523662
1108,-0.020243165459324253
1109,-0.0009028519206564223
1110,-0.0026096759282898674
1111,-0.00023534719649265234
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,-0.000376187970335895
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,-0.011230049127304853
1124,0.0
1125,-0.011263453930186906
1126,-0.008037099277796611
1127,-0.015379857777990225
1128,-0.015821241243920148
1129,-0.012333617140885322
1130,-0.008920044986382547
1131,-0.004500837444029737
1132,0.0
1133,0.0
1134,-0.00224156635290651
1135,0.0
1136,0.0
1137,-0.012076078151369907
1138,-0.005902077452871302
1139,0.0
1140,-0.002775635033599899
1141,0.0
1142,-0.0013005558703252929
1143,0.0
1144,-0.00153071824283868
1145,-0.0011749277670239922
1146,-0.011937678635976057
1147,-0.026138187461918982
1148,-0.009993136829669291
1149,-0.018262750312852516
1150,-0.027976673807415642
1151,-0.04931057494345281
1152,-0.05550019242034787
1153,-0.06853109035442284
1154,-0.05191093875305919
1155,-0.04161276785963286
1156,-0.048294271311410064
1157,-0.02556991325796698
1158,-0.015552258388051077
1159,-0.01860057222313727
1160,-0.043394629371872995
1161,-0.020285203645965533
1162,-0.033980928313601444
1163,-0.05023491578317041
1164,-0.039809211463074035
1165,-0.015211687399681262
1166,-0.0011689592145760486
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,-0.00042593127899526184
1174,-0.007765577167662019
1175,-0.010372327936329806
1176,-0.027101896078283616
1177,-0.02788529234623116
1178,-0.03757120341774034
1179,-0.04840709658989806
1180,-0.04640815507836327
1181,-0.03228813221491722
1182,-0.022904966154894124
1183,-0.03840997219112585
1184,-0.04810625355682918
1185,-0.038498541676946996
1186,-0.048123415612330134
1187,-0.05016974711230038
1188,-0.04446922612205484
1189,-0.053952670670691205
1190,-0.05269891560923157
1191,-0.0658391705584136
1192,-0.07165284699792573
1193,-0.06825502765650038
1194,-0.08398496499181707
1195,-0.07938021761221303
1196,-0.0793765956014798
1197,-0.07365169605730837
1198,-0.07121255471666177
1199,-0.05737115041692331
